27 1 387
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.8877419355 0.2615437629 0.8055588132 0.0891265597 0.6463022508 0.3647058824 0.4 0 0
0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.9741935484 0.400068918 0.6722176615 0.1960784314 0.6977491961 0.3058823529 0.2 0 0.0073521323
0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.9741935484 0.400068918 0.6722176615 0.1960784314 0.6173633441 0.3411764706 0.2555555556 0 0.0006233728
0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.9432258065 0.5851137147 0.8026269497 0.2442067736 0.5916398714 0.5176470588 0.0555555556 0 0
0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.9432258065 0.5851137147 0.8026269497 0.2442067736 0.691318328 0.2941176471 0.1555555556 0 0.0012650801
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.9664516129 0.33356306 0.6263633165 0.256684492 0.8392282958 0.2 0.4 0 0.0081130138
0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.9406451613 0.383528601 0.6627184238 0.1586452763 0.2893890675 0.8117647059 0.8 0 0.0030251916
0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.9406451613 0.383528601 0.6627184238 0.1586452763 0.6173633441 0.3176470588 0.3 0 0.0038960801
0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.9341935484 0.4824259132 0.7285094406 0.1265597148 0.5498392283 0.2823529412 0.3555555556 0 0.0014300906
0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.975483871 0.5737422467 0.7933622611 0.2317290553 0.6302250804 0.4470588235 0.3 0 0.0059953797
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9677419355 0.3483804273 0.6360971033 0.2602495544 0.6398713826 0.4588235294 0.8 0 0.0007242125
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.975483871 0.450034459 0.7027090419 0.4046345811 0.5530546624 0.4705882353 0.4 0 0.0001558432
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9470967742 0.522053756 0.7626363317 0.2549019608 0.691318328 0.1058823529 0.3 0 0
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9470967742 0.522053756 0.7626363317 0.2549019608 0.6045016077 0.2 0.3 0 0
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9470967742 0.522053756 0.7626363317 0.2549019608 0.5434083601 0.4470588235 0.2555555556 0 0.0040335888
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9470967742 0.522053756 0.7626363317 0.2549019608 0.6302250804 0.4823529412 0.3 0 0.0004766969
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9470967742 0.522053756 0.7626363317 0.2549019608 0.575562701 0.5058823529 0.4555555556 0 0.0084980382
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.9470967742 0.522053756 0.7626363317 0.2549019608 0.578778135 0.3764705882 0.4 0 0.0028326794
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0.8477419355 0.0899379738 0.4053008092 0.1212121212 0.0836012862 0.4941176471 0.9 0 0.008232188
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0.8425806452 0.0920055134 0.4065908291 0.0944741533 0.0932475884 0.5411764706 0.8444444444 0 0.0102581497
